uid,nces_school_id,school_name,nces_district_id,district_name,date,school_year,year,time,day_of_week,city,state,school_type,enrollment,killed,injured,casualties,shooting_type,age_shooter1,gender_shooter1,race_ethnicity_shooter1,shooter_relationship1,shooter_deceased1,deceased_notes1,age_shooter2,gender_shooter2,race_ethnicity_shooter2,shooter_relationship2,shooter_deceased2,deceased_notes2,white,black,hispanic,asian,american_indian_alaska_native,hawaiian_native_pacific_islander,two_or_more,resource_officer,weapon,weapon_source,lat,long,staffing,low_grade,high_grade,lunch,county,state_fips,county_fips,ulocale
242,062271003087,Hollenbeck Middle School,0622710,Los Angeles Unified,8/27/2019,2019-2020,2019,11:00 AM,Tuesday,Los Angeles,California,public,1023,0,1,1,unclear,,,,,,,,,,,,,11,4,999,4,3,1,1,0,,,34.036765,-118.212583,47.83,6,8,982,Los Angeles County,06,06037,11
241,450072001202,South Aiken High School,4500720,Aiken 01,9/10/2019,2019-2020,2019,,Tuesday,Aiken,South Carolina,public,1405,0,0,0,unclear,,,,,,,,,,,,,840,391,99,19,6,1,49,0,,,33.521766,-81.71303,78.8,9,12,441,Aiken County,45,45003,21
240,110003000122,Aiton Elementary School,1100030,District Of Columbia Public Schools,9/25/2019,2019-2020,2019,,Wednesday,Washington,District of Columbia,public,243,0,0,0,targeted,,,,,,,,,,,,,0,238,5,0,0,0,0,0,,,38.896669,-76.933728,21,PK,5,,District of Columbia,11,11001,11
246,063583006130,Ridgway High School,0635830,Santa Rosa High,10/22/2019,2019-2020,2019,9:00 AM,Tuesday,Santa Rosa,California,public,257,0,1,1,targeted,17,,,student,,,,,,,,,64,4,163,4,5,1,16,0,,,38.4497,-122.7226,19.08,11,12,139,Sonoma County,06,06097,12
247,240009000236,Achievement Academy,2400090,Baltimore City Public Schools,11/11/2019,2019-2020,2019,2:00 PM,Monday,Baltimore,Maryland,public,343,0,1,1,targeted,,,,,,,,,,,,,4,332,5,0,1,0,1,0,,,39.366066,-76.571382,20,9,12,343,Baltimore City,24,24510,11
284,,Esteban Torres High School,0622710,,11/13/2019,2019-2020,2019,9:00 AM,Wednesday,Los Angeles,California,public,1876,1,0,1,targeted,,,,sheriff's deputy,,,,,,,,,9,20,1836,8,2,0,1,1,,police,34.041846,-118.175531,97.75,9,12,1802,Los Angeles County,06,06037,21
248,064251006961,Saugus High School,0642510,William S. Hart Union High,11/14/2019,2019-2020,2019,7:38 AM,Thursday,Saugus,California,public,2441,2,3,5,indiscriminate,16,m,,student,1,suicide,,,,,,,1294,47,772,176,3,1,148,0,.45 caliber 1911 pistol,ghost gun,34.441924,-118.518128,93.98,9,12,406,Los Angeles County,06,06037,21
249,551578002025,Waukesha South High School,5515780,Waukesha School District,12/2/2019,2019-2020,2019,9:00 AM,Monday,Waukesha,Wisconsin,public,946,0,1,1,targeted,,m,w,resource officer,0,,,,,,,,479,76,329,25,3,0,34,1,handgun,department issued,42.993,-88.2237,73.3,9,12,395,Waukesha County,55,55133,13
250,551119001496,Oshkosh West High School,5511190,Oshkosh Area School District,12/3/2019,2019-2020,2019,9:00 AM,Tuesday,Oshkosh,Wisconsin,public,1702,0,1,1,targeted,,m,w,resource officer,0,,,,,,,,1475,36,70,79,4,1,37,1,handgun,department issued,44.0225,-88.5736,116.1,9,12,435,Winnebago County,55,55139,13
251,010117000429,Decatur High School,0101170,Decatur City,12/10/2019,2019-2020,2019,8:20 AM,Tuesday,Decatur,Alabama,public,1036,0,0,0,targeted,22,m,,,0,,,,,,,,448,301,250,9,6,2,20,0,,,34.593282,-86.97216,64.5,9,12,586,Morgan County,01,01103,13
252,864049,Sacred Heart School,,,12/10/2019,2019-2020,2019,12:45 PM,Tuesday,Jersey City,New Jersey,private,219,0,0,0,targeted,,,,,,,,,,,,,2,180,12,5,0,0,0,0,,,40.706963,-74.083408,11.5,PK,8,,Hudson County,34,34017,11
253,230704,Catholic Academy of New Haven,,,12/16/2019,2019-2020,2019,9:00 AM,Monday,New Haven,Connecticut,private,292,0,0,0,targeted,,m,b,,,,,,,,,,27,141,39,9,2,0,2,0,,,41.325823,-72.963177,13,PK,8,,New Haven County,09,09009,12
254,482364002397,Bellaire High School,4823640,Houston ISD,1/14/2020,2019-2020,2020,4:00 PM,Tuesday,Bellaire,Texas,public,3487,1,0,1,accidental,16,m,,student,0,,,,,,,,722,695,1520,469,8,3,70,0,.32 caliber semi-automatic pistol,,29.692163,-95.469159,203.32,9,12,1665,Harris County,48,48201,21
255,062922009598,McAuliffe Elementary School,0629220,Oxnard,1/23/2020,2019-2020,2020,11:30 AM,Thursday,Oxnard,California,public,698,0,1,1,indiscriminate,,,,,,,,,,,,,77,16,554,31,1,1,18,0,,,34.1876,-119.2135,32,KG,12,374,Ventura County,06,06111,12
256,490087000524,West High School,4900870,Salt Lake District,2/13/2020,2019-2020,2020,3:00 PM,Thursday,Salt Lake City,Utah,public,2703,0,0,0,targeted,,,,student,,,,,,,,,966,127,1137,229,25,101,118,0,,,40.774742,-111.900444,111.84,7,12,1483,Salt Lake County,49,49035,12
257,060285000207,Antioch High School,0602850,Antioch Unified,2/19/2020,2019-2020,2020,9:30 AM,Wednesday,Antioch,California,public,2061,0,0,0,targeted,15,m,,,,,,,,,,,319,421,1092,103,14,32,80,0,,,38.0063,-121.8163,87.84,9,12,1460,Contra Costa County,06,06013,21
258,350011700891,Cesar Chavez Community School,3500117,Cesar Chavez Community School,2/21/2020,2019-2020,2020,11:00 AM,Friday,Albuquerque,New Mexico,public,203,0,0,0,unclear,,,,,,,,,,,,,13,7,154,0,26,0,3,0,,,35.059669,-106.583882,11.36,9,12,203,Bernalillo County,35,35001,11
259,A1592044,Sagemont School,,,3/5/2020,2019-2020,2020,12:00 PM,Thursday,Weston,Florida,private,651,0,1,1,accidental,55,m,b,security guard,0,,,,,,,,,,,,,,,0,,,26.13796,-80.424081,46,PK,12,,Broward County,12,12011,21
260,120048000691,Ribault High School,1200480,Duval,10/9/2020,2020-2021,2020,2:00 PM,Friday,Jacksonville,Florida,public,1383,0,1,1,accidental,18,,,,0,,,,,,,,30,1318,11,3,0,0,21,0,.380-caliber handgun,,30.3906,-81.7073,68,9,12,884,Duval County,12,12031,11
261,370042000124,Lincoln Elementary School,3700420,Brunswick County Schools,11/13/2020,2020-2021,2020,2:00 PM,Friday,Leland,North Carolina,public,594,0,1,1,accidental,,,,,0,,,,,,,,258,118,156,0,8,0,54,0,,,34.2618,-78.0429,40,PK,5,495,Brunswick County,37,37019,22
262,370210000929,Hendersonville Middle School,3702100,Henderson County Schools,11/24/2020,2020-2021,2020,7:45 AM,Tuesday,Hendersonville,North Carolina,public,561,0,1,1,accidental,12,m,,,0,,,,,,,,357,54,109,7,0,4,30,0,,,35.3219,-82.473,41,6,8,254,Handerson County,37,37089,21
263,051393001212,Watson Chapel Junior High,0513930,Watson Chapel School District,3/1/2021,2020-2021,2021,9:55 AM,Monday,Pine Bluff,Arkansas,public,615,1,0,1,targeted,15,m,b,,,,,,,,,,91,498,12,11,0,0,3,0,handgun,,34.189927,-92.065921,43.53,7,9,488,Jefferson County,05,05069,41
267,363033004076,Wayne Central Middle School,3630330,Wayne Central School District,3/1/2021,2020-2021,2021,9:40 AM,Monday,Ontario,New York,public,693,0,1,1,targeted,19,m,w,employee,,,,,,,,,640,13,23,6,0,0,11,0,Smith and Wesson M&P .45 caliber handgun,SRO,43.2197,-77.3036,67.09,5,8,268,Wayne County,36,36117,21
268,,Achievement First Amistad High School,,,3/4/2021,2020-2021,2021,8:10 AM,Thursday,New Haven,Connecticut,private,520,0,0,0,unclear,,,,,,,,,,,,,,,,,,,,0,,,41.32981839,-72.9357119,,,,,,09,09009,
264,450156000305,Edwards Elementary School,4501560,Chesterfield 01,3/8/2021,2020-2021,2021,1:30 PM,Monday,Chesterfield,South Carolina,public,503,0,1,1,targeted,54,,,,,,,,,,,,307,160,2,3,0,0,31,0,,,34.737634,-80.11771,36,PK,5,503,Chesterfield County,45,45025,42
269,1060127,Bishop Hartley High School,,,3/9/2021,2020-2021,2021,8:50 AM,Tuesday,Columbus,Ohio,private,679,0,0,0,unclear,,,,,,,,,,,,,404,190,29,10,0,0,46,0,,,39.94497,-82.910821,47.3,9,12,,Franklin County,39,39049,11
266,010297001160,Selma High School,0102970,Selma City Schools,4/1/2021,2020-2021,2021,1:00 PM,Thursday,Selma,Alabama,public,777,0,0,0,targeted,15,m,b,,,,,,,,,,2,771,1,1,0,1,1,0,handgun,,32.428416,-87.022637,39,7,12,662,Dallas County,01,01047,32
265,470222000767,Austin-East Magnet High,4702220,Knox County,4/12/2021,2020-2021,2021,3:15 PM,Monday,Knoxville,Tennessee,public,728,0,1,1,accidental,17,m,b,,1,,,,,,,,81,584,41,1,0,0,21,1,Glock 45 handgun,,35.9901,-83.887,59.3,9,12,472,Knox County,47,47093,12
270,273178001333,Ply_mouth Middle School,2731780,Robbinsdale Area Schools,4/26/2021,2020-2021,2021,8:44 AM,Monday,Ply_mouth,Minnesota,public,1001,0,0,0,indiscriminate,12,m,w,,,,,,,,,,454,262,163,35,5,0,82,0,handgun,father's bedroom,45.020964,-93.406233,36.5,6,8,397,Hennepin County,27,27053,13
271,100162000141,Smyrna Middle School,1001620,Smyrna School District,4/27/2021,2020-2021,2021,10:25 AM,Tuesday,Smyrna,Delaware,public,984,1,0,1,targeted,47,m,b,,,,,,,,,,571,286,76,16,0,2,33,0,handgun,,39.302595,-75.623778,64,7,8,,Kent County,10,10001,41
272,360106506342,Urban Dove Team Charter School,3601065,Urban Dove Team Charter School,4/29/2021,2020-2021,2021,2:45 PM,Thursday,Brooklyn,New York,public,313,1,0,1,targeted,15,m,b,,,,16,m,b,,,,3,218,81,1,10,0,0,0,,,40.622473,-73.954975,24,10,12,268,Kings County,36,36047,11
273,180567001032,Mary Evelyn Castle Elementary School,1805670,Metropolitan School District of Lawrence Township,4/30/2021,2020-2021,2021,1:00 PM,Friday,Indianapolis,Indiana,public,672,0,1,1,targeted,32,m,,,,,,,,,,,192,247,157,18,0,1,57,0,,,39.9081,-86.018,34,1,6,393,Marion County,18,18097,11
274,450237000601,Ware Shoals High School,4502370,Greenwood 51,5/5/2021,2020-2021,2021,8:00 AM,Wednesday,Ware Shoals,South Carolina,public,272,0,0,0,public suicide,15,m,w,,1,suicide,,,,,,,212,36,16,0,0,0,8,0,handgun,mom's gun; kept in her car,34.393145,-82.238603,20,9,12,144,Greenwood County,45,45047,42
275,160157001061,Rigby Middle School,1601570,Jefferson County Joint District,5/6/2021,2020-2021,2021,9:00 AM,Thursday,Rigby,Idaho,public,1541,0,3,3,indiscriminate,,f,,student,,,,,,,,,1334,1,169,5,3,3,26,0,handgun,,43.668498,-111.941927,76.82,6,8,508,Jefferson County,16,16051,41
276,482364013022,North Forest High School,4823640,Houston Isd,6/9/2021,2020-2021,2021,10:30 AM,Wednesday,Houston,Texas,public,976,0,1,1,targeted,,,,,,,,,,,,,6,570,397,0,2,0,1,0,,,29.867029,-95.259744,58.28,9,12,931,Harris County,48,48201,11
285,540385,Saint Francis de Sales School,,,8/6/2021,2021-2022,2021,1:00 PM,Friday,Houma,Louisiana,private,660,0,1,1,targeted,17,m,b,,,,,,,,,,556,10,5,3,3,0,29,0,,,29.60752,-90.734161,35,PK,7,,Terrebonne County,22,22109,13
286,130174002537,Lithonia High School,1301740,Dekalb County,8/12/2021,2021-2022,2021,3:00 PM,Thursday,Lithonia,Georgia,public,1362,0,1,1,targeted,,,,resource officer,,,,,,,,,9,1253,74,2,2,1,21,1,handgun,,33.725,-84.1294,88.5,9,12,1075,Dekalb County,13,13089,21
287,350006000118,Washington Middle School,3500060,Albuquerque Public Schools,8/13/2021,2021-2022,2021,12:45 PM,Friday,Albuquerque,New Mexico,public,442,1,0,1,targeted,13,m,,,,,,,,,,,14,6,407,4,5,1,5,0,handgun,,35.086144,-106.661691,34.4,6,8,442,Bernalillo County,35,35001,11
288,450391000873,Orangeburg-Wilkinson High School,4503910,Orangeburg,8/18/2021,2021-2022,2021,4:00 PM,Wednesday,Orangeburg,South Carolina,public,1016,0,3,3,targeted,14,m,,,,,,,,,,,17,954,30,9,2,2,2,0,,,33.524095,-80.836538,57,9,12,1016,Orangeburg County,45,45075,32
289,370333001384,New Hanover High School,3703330,New Hanover County Schools,8/30/2021,2021-2022,2021,11:00 AM,Monday,Wilmington,North Carolina,public,1529,0,1,1,targeted,15,m,b,,,,,,,,,,658,488,290,20,4,1,68,0,,,34.2374,-77.9324,95.53,9,12,1504,New Hanover County,37,37129,12
290,370150000623,Mount Tabor High School,3701500,Winston Salem / Forsyth County Schools,9/1/2021,2021-2022,2021,12:00 PM,Wednesday,Winston-Salem,North Carolina,public,1491,1,0,1,targeted,15,m,,,,,,,,,,,509,628,252,16,5,2,79,0,,,36.1268,-80.3132,81.76,9,12,595,Forsyth County,37,37067,12
291,470369001987,LaVergne High School,4703690,Rutherford County,9/7/2021,2021-2022,2021,3:30 PM,Tuesday,Lavergne,Tennessee,public,1910,0,0,0,targeted,15,m,,,,,,,,,,,474,608,702,66,4,4,52,0,,,35.9887,-86.5597,115.1,9,12,1150,Rutherford County,47,47149,21
292,261428008350,Tri-County Education Center,2614280,Ferndale Public Schools,9/8/2021,2021-2022,2021,2:30 PM,Wednesday,Ferndale,Michigan,public,360,0,0,0,targeted,,m,,,,,,,,,,,29,319,4,2,0,0,6,0,,,42.450386,-83.159362,6.48,9,12,262,Oakland County,26,26125,21
293,510264001451,Heritage High School,5102640,Newport News City Pblc Schs,9/20/2021,2021-2022,2021,11:39 AM,Monday,Newport News,Virginia,public,1173,0,2,2,targeted,15,m,,,,,,,,,,,77,971,82,7,2,5,29,0,,,37.0063,-76.4272,77.34,9,12,862,Newport News City,51,51700,12
294,280315001222,Newton County Elementary School,2803150,Newton County School District,9/30/2021,2021-2022,2021,1:45 PM,Thursday,Decatur,Mississippi,public,787,0,1,1,accidental,,m,,student,0,,,,,,,,568,167,14,10,22,2,4,0,handgun,boyfriend of child's mother,32.446371,-89.105538,60,PK,5,449,Newton County,28,28101,42
295,470014801043,Cummings K-8 Optional School,4700148,Shelby County,9/30/2021,2021-2022,2021,10:00 AM,Thursday,Memphis,Tennessee,public,495,0,1,1,targeted,13,m,,,,,,,,,,,1,488,0,0,0,0,6,0,,,35.1189,-90.0283,29.3,PK,8,,Shelby County,47,47157,11
296,480020910714,YES Prep Southwest Secondary,4800209,Yes Prep Public Schools Inc,10/1/2021,2021-2022,2021,11:45 AM,Friday,Houston,Texas,public,1010,0,1,1,targeted,25,m,,former student,,,,,,,,,4,53,951,1,1,0,0,0,,,29.605766,-95.44306,61.51,6,12,922,Harris County,48,48201,21
297,482892013423,Timberview High School,4828920,Mansfield Isd,10/6/2021,2021-2022,2021,9:15 AM,Wednesday,Arlington,Texas,public,1900,0,4,4,targeted,18,m,b,student,,,,,,,,,44,69,74,21,0,1,11,0,handgun,,32.622073,-97.076321,11.22,9,11,120,Tarrant County,48,48439,11
299,050900000607,Little Rock Central High School,0509000,Little Rock School District,10/12/2021,2021-2022,2021,11:27 AM,Tuesday,Little Rock,Arkansas,public,2430,0,0,0,unclear,,,,,,,,,,,,,785,1254,155,201,18,0,17,0,,,34.736827,-92.298954,167.63,9,12,1188,Pulaski County,05,05119,12
298,170993001061,Wendell Phillips Academy High School,1709930,City Of Chicago Sd 299,10/12/2021,2021-2022,2021,3:15 PM,Tuesday,Chicago,Illinois,public,599,0,2,2,indiscriminate,,,,,,,,,,,,,1,582,9,0,1,0,6,0,,,41.8244,-87.6199,47,9,12,576,Cook County,17,17031,11
300,170993000957,James McDade Classical School,1709930,City Of Chicago Sd 299,10/13/2021,2021-2022,2021,8:38 AM,Wednesday,Chicago,Illinois,public,176,0,0,0,targeted,,,,,,,,,,,,,2,162,1,4,0,0,7,0,,,41.7344,-87.6188,10,KG,6,47,Cook County,17,17031,11
301,734676,Cathedral School,,,10/26/2021,2021-2022,2021,9:20 AM,Tuesday,Natchez,Mississippi,private,665,0,0,0,unclear,,,,,,,,,,,,,499,82,9,2,0,0,4,0,,,31.562163,-91.394805,52.5,PK,12,,Adams County,28,28001,33
306,362376003307,Poughkeepsie High School,3623760,Poughkeepsie City School District,11/15/2021,2021-2022,2021,3:15 PM,Monday,Poughkeepsie,New York,public,1153,0,0,0,targeted,13,m,,student,,,,,,,,,72,612,413,7,3,6,40,0,.38-caliber handgun,,41.6948,-73.9138,102.83,9,12,865,Dutchess County,36,36027,13
307,360009002194,P.S. 44,3600090,New York City Geographic District #12,11/16/2021,2021-2022,2021,2:15 PM,Tuesday,Bronx,New York,public,263,0,0,0,unclear,45,m,,,,,,,,,,,4,83,174,0,1,1,0,0,handgun,,40.8425,-73.891,25,PK,5,258,Bronx County,36,36005,11
302,080234000064,Hinkley High School,0802340,Aurora Joint District NO. 28 Of The Counties Of Adams And Arapahoe,11/19/2021,2021-2022,2021,12:00 PM,Friday,Aurora,Colorado,public,2091,0,3,3,targeted,16,,,student,,,,,,,,,117,290,1513,81,18,25,47,1,,,39.7349,-104.8086,107.93,9,12,1726,Arapahoe County,08,08005,11
308,173897003955,Thornton Township High School,1738970,Thornton Twp Hsd 205,11/24/2021,2021-2022,2021,3:00 PM,Wednesday,Harvey,Illinois,public,1569,0,0,0,targeted,,,,,,,,,,,,,3,1126,406,24,4,1,5,0,,,41.61606,-87.643734,116,9,12,992,Cook County,17,17031,21
303,040633001882,Cesar Chavez High School,0406330,Phoenix Union High School District (4286),11/29/2021,2021-2022,2021,3:00 PM,Monday,Laveen,Arizona,public,2590,0,1,1,targeted,15,m,,student,,,,,,,,,115,396,1816,53,129,8,73,0,,,33.3757,-112.1463,123.4,9,12,1605,Maricopa County,04,04013,11
304,262724006338,Oxford High School,2627240,Oxford Community Schools,11/30/2021,2021-2022,2021,12:50 PM,Tuesday,Oxford,Michigan,public,1872,4,7,11,indiscriminate,15,m,w,student,0,,,,,,,,1549,53,186,30,1,5,48,0,9mm handgun,parent,42.838243,-83.260782,81.8,9,12,451,Oakland County,26,26125,21
309,483432003843,Sam Rayburn High School,4834320,Pasadena Isd,12/1/2021,2021-2022,2021,11:00 PM,Wednesday,Pasadena,Texas,public,2724,0,0,0,targeted,21,m,,,,,,,,,,,130,84,2482,10,4,0,14,0,,,29.678303,-95.182324,175.78,9,12,2210,Harris County,48,48201,21
310,360108506376,Great Oaks Charter School,3601085,Great Oaks Charter School,12/9/2021,2021-2022,2021,9:30 AM,Thursday,New York,New York,public,299,0,0,0,unclear,,,,,,,,,,,,,9,92,179,11,2,0,6,0,,,40.719909,-73.991729,20,6,9,256,New York County,36,36061,11
311,370405002882,Jesse C. Carson High School,3704050,Rowan-salisbury Schools,12/9/2021,2021-2022,2021,2:00 PM,Thursday,China Grove,North Carolina,public,1245,0,0,0,accidental,,,,,0,,,,,,,,933,48,205,6,3,0,50,0,,,35.563,-80.5457,71.24,9,12,461,Rowan County,37,37159,41
312,370297001285,West Charlotte High School,3702970,Charlotte-mecklenburg Schools,12/13/2021,2021-2022,2021,2:15 PM,Monday,Charlotte,North Carolina,public,1376,0,0,0,targeted,,,,student,,,,,,,,,18,1058,187,35,2,0,76,0,,,35.2654,-80.8585,90.6,9,12,1372,Mecklenburg County,37,37119,11
313,450336000951,Eau Claire High School,4503360,Richland 01,12/16/2021,2021-2022,2021,3:00 PM,Thursday,Columbia,South Carolina,public,510,0,0,0,targeted,15,m,,student,,,,,,,,,6,440,46,0,0,6,17,0,,,34.048231,-81.040984,50,9,12,510,Richland County,45,45079,12
314,173451003599,Auburn High School,1734510,Rockford Sd 205,1/4/2022,2021-2022,2022,1:10 PM,Tuesday,Rockford,Illinois,public,1807,0,2,2,targeted,16,m,b,,,,17,m,b,,,,498,770,331,75,4,2,127,0,9mm handgun,,42.286784,-89.137895,101.1,9,12,1105,Winnebago County,17,17201,12
315,120171001872,Seminole High School,1201710,Seminole,1/19/2022,2021-2022,2022,12:00 PM,Wednesday,Sanford,Florida,public,4062,0,1,1,targeted,16,m,b,student,,,,,,,,,1377,1134,975,385,14,11,166,0,9mm handgun,,28.7793,-81.283,149.07,9,12,2032,Seminole County,12,12117,13
317,421917006047,Oliver Citywide Academy,4219170,Pittsburgh Sd,1/19/2022,2021-2022,2022,1:45 PM,Wednesday,Pittsburgh,Pennsylvania,public,105,1,0,1,targeted,,,,,,,,,,,,,9,85,0,0,0,0,11,0,,,40.464327,-80.024121,22.63,3,12,86,Allegheny County,42,42003,11
316,240048000808,Magruder High School,2400480,Montgomery County Public Schools,1/21/2022,2021-2022,2022,1:00 PM,Friday,Rockville,Maryland,public,1697,0,1,1,targeted,17,m,,student,,,,,,,,,436,302,671,210,3,0,75,0,,,39.1313,-77.1183,101.8,9,12,545,Montgomery County,24,24031,41
323,270002502871,South Education Center,2700025,Intermediate School District 287,2/1/2022,2021-2022,2022,12:07 PM,Tuesday,Richfield,Minnesota,public,71,1,1,2,targeted,19,m,h,student,,,18,m,h,,,,15,17,27,2,1,1,8,0,,,44.868045,-93.310844,8.2,PK,12,47,Hennepin County,27,27053,21
335,362010001839,Mount Vernon High School,3620100,Mount Vernon City School District,2/8/2022,2021-2022,2022,2:00 PM,Tuesday,Mount Vernon,New York,public,1302,0,0,0,unclear,,,,,,,,,,,,,45,974,262,11,6,2,2,0,,,40.9258,-73.8151,79.74,9,12,,Westchester County,36,36119,21
324,080615001357,Liberty Point International School,0806150,Pueblo County School District 70,2/22/2022,2021-2022,2022,3:30 PM,Tuesday,Pueblo West,Colorado,public,536,1,0,1,targeted,,,,police officer,,,,,,,,,256,4,227,0,4,2,43,0,service weapon,,38.3173,-104.7291,26,6,8,319,Pueblo County,08,08101,22
336,130123000473,Jonesboro High School,1301230,Clayton County School District,2/28/2022,2021-2022,2022,,Monday,Clayton County,Georgia,public,1383,0,0,0,unclear,,,,student,,,,,,,,,44,923,313,48,6,0,49,0,Loaded handgun,,33.5427,-84.3428,75.3,9,12,1286,Clayton County,13,13063,21
318,201014000040,Olathe East High School,2010140,Olathe School District,3/4/2022,2021-2022,2022,10:30 AM,Friday,Olathe,Kansas,public,1957,0,2,2,targeted,18,m,b,student,,,,,,,,,1264,209,280,102,7,4,91,0,,,38.8959,-94.7539,117.3,9,12,482,Johnson County,20,20091,21
319,190897000528,East High School,1908970,Des Moines Public Schools,3/7/2022,2021-2022,2022,3:00 PM,Monday,Des Moines,Iowa,public,2204,1,2,3,indiscriminate,,,,,,,,,,,,,644,339,922,158,10,2,129,0,,,41.5969,-93.600681,97.1,9,12,1815,Polk County,19,19153,12
320,120039007984,North Gardens High School,1200390,Miami-Dade School District,3/9/2022,2021-2022,2022,1:30 PM,Wednesday,Miami Gardens,Florida,public,335,0,3,3,indiscriminate,17,m,,,,,18,m,,,,,11,138,183,0,0,0,3,0,Glock,,25.938839,-80.276769,6,9,12,140,Miami-Dade County,12,12086,21
325,063255005018,De Anza High School,0632550,West Contra Costa Unified,3/11/2022,2021-2022,2022,,Friday,Richmond,California,public,1380,0,1,1,targeted,,,,student,,,,,,,,,106,308,665,243,4,10,44,0,,,37.969409,-122.288035,62.89,9,12,1063,Contra Costa County,06,06013,21
326,531011001690,Eisenhower High School,5310110,Yakima School District,3/15/2022,2021-2022,2022,3:00 PM,Tuesday,Yakima,Washington,public,1908,1,0,1,targeted,15,m,,student,,,,,,,,,447,11,1372,12,21,1,43,0,,,46.591635,-120.565796,97.97,9,12,1333,Yakima County,53,53077,13
339,380004600461,Mott-Regent School,3800046,Mott-regent 1,3/21/2022,2021-2022,2022,,Wednesday,Hettinger County,North Dakota,public,98,1,0,1,targeted,,m,,police officer,,,,,,,,,87,2,3,0,5,1,0,0,service pistol,,46.372185,-102.318612,15.5,7,12,43,Hettinger County,38,38041,43
329,510313001319,Rippon Middle School,5103130,Prince William Co Pblc Schs,3/22/2022,2021-2022,2022,11:00 AM,Thursday,Woodbridge,Virginia,public,1371,0,0,0,indiscriminate,20,m,b,,,,,,,,,,127,519,498,140,2,5,80,0,rifle and shotgun,,38.6226,-77.2671,82.67,6,7,,Prince William County,51,51153,21
337,320006000114,Western High School,3200060,Clark County School District,3/29/2022,2021-2022,2022,2:15 PM,Tuesday,Las Vegas,Nevada,public,2732,0,2,0,targeted,,,,school police officer,,,,,,,,,155,451,1969,49,1,21,86,0,,,36.176163,-115.202879,103,9,12,2732,Clark County,32,32003,11
333,280360000691,West Philadelphia Achievement Charter Elementary School,2803600,Philadelphia Public School Dis,3/31/2022,2021-2022,2022,9:00 AM,Thursday,Philadelphia,Pennsylvania,public,470,0,0,0,accidental,8,m,,student,0,,,,,,,,60,382,6,10,8,0,4,0,,,32.780532,-89.105653,36.2,PK,6,470,Neshoba County,28,28099,33
321,450231001254,Tanglewood Middle,4502310,Greenville County School District,3/31/2022,2021-2022,2022,12:26 PM,Thursday,Greenville,South Carolina,public,868,1,0,1,targeted,12,m,,student,,,,,,,,,105,351,379,0,4,0,29,0,handgun,,34.824083,-82.46882,45,6,8,868,Greenville County,45,45045,41
332,390483303211,Lowellville Junior/Senior High School,3904833,Lowellville Local,4/5/2022,2021-2022,2022,10:00 AM,Thursday,Lowellville,Ohio,public,219,0,0,0,public suicide,,,,student,,,,,,,,,191,9,15,0,0,0,4,0,,,41.044822,-80.552325,18.46,7,12,,Mahoning County,39,39099,21
322,420930007612,Erie High School,4209300,Erie City Shool District,4/5/2022,2021-2022,2022,9:20 AM,Tuesday,Erie,Pennsylvania,public,2267,0,1,1,targeted,14,m,,student,,,,,,,,,803,912,317,111,4,1,119,0,9mm handgun,,42.101896,-80.082293,153.25,9,12,2264,Erie County,42,42049,13
334,050002600867,Pine Bluff High School,0500026,Pine Bluff School District,4/11/2022,2021-2022,2022,2:45 PM,Monday,Pine Bluff,Arkansas,public,892,0,0,0,unclear,,m,,student,,,,,,,,,21,851,16,1,0,0,3,1,,,34.219096,-92.010781,58.17,9,12,892,Jefferson County,05,05069,13
340,253426,Edmund Burke School,,,4/22/2022,2021-2022,2022,3:18 PM,Friday,Washington,District of Columbia,private,300,0,4,4,indiscriminate,23,m,,,1,,,,,,,,,,,,,,,0,sniper rifle,,38.94304098,-77.06209293,,,,,District of Columbia,11,11001,11
338,262540000932,Aspen Ridge Elementary School,2625400,Nice Community School District,4/26/2022,2021-2022,2022,1:30 PM,Tuesday,West Ishpeming,Michigan,public,753,0,0,0,public suicide,,m,,student,,,,,,,,,706,3,6,5,12,5,16,0,,,46.4805,-87.7289,50.95,KG,8,264,Marquette County,26,26103,41
344,482364002562,Heights High School,4823640,The Houston Independent School District,5/12/2022,2021-2022,2022,1:15 PM,Thursday,Houston,Texas,public,2450,0,1,1,targeted,17,m,,student,,,,,,,,,257,296,1841,23,3,2,28,0,AK pistol,,29.795384,-95.3935,123.15,9,12,1613,Harris County,48,48201,11
343,120150002783,Alexander W. Dreyfoos School of Arts,1201500,Palm Beach County,5/13/2022,2021-2022,2022,11:58 AM,Friday,West Palm Beach,Florida,public,1363,1,0,0,targeted,,f,,off-duty police officer,,,,,,,,,710,125,326,127,3,0,72,0,,,26.709238,-80.059481,65,9,12,327,Palm Beach County,12,12099,12
328,170993000709,Walt Disney Magnet School,1709930,City Of Chicago Sd 299,5/17/2022,2021-2022,2022,10:00 AM,Tuesday,Chicago,Illinois,public,1536,0,1,1,accidental,8,m,,student,0,,,,,,,,231,738,317,177,9,3,61,0,,,41.9568,-87.6469,91,PK,8,865,Cook County,17,17031,11
342,483042003425,Mexia High School,4830420,Mexia Independent School District,5/17/2022,2021-2022,2022,11:20 AM,Monday,Mexia,Texas,public,531,0,0,0,unclear,17,m,,student,,,,,,,,,97,134,280,9,0,1,12,0,,,31.696012,-96.473307,42.8,9,12,431,Limestone County,48,48293,33
